Suburb;Address;Rooms;Type;Price;Method;SellerG;Date;Distance;Postcode;Bedroom2;Bathroom;Car;Landsize;Lattitude;Longtitude;Pool;Other space
Brunswick West;194 Dawson St;3;h;1186000.0;S;Nelson;16/07/2016;5.9;3055.0;3.0;1.0;3.0;608.0;-377.694;1.449.448;False;terrace/cinema/shed
Brunswick West;5/8 Murray St;2;u;500000.0;S;Brad;16/07/2016;5.9;3055.0;2.0;1.0;1.0;0.0;-377.595;1.449.436;False;terrace/cinema/shed
Brunswick West;33 Whitby St;2;h;1005000.0;S;Nelson;17/09/2016;5.9;3055.0;2.0;1.0;1.0;284.0;-377.646;1.449.476;False;terrace/cinema/shed
Brunswick West;7/7 Allard St;2;u;385000.0;SP;Jellis;18/03/2017;5.9;3055.0;2.0;1.0;1.0;0.0;-377.688;1.449.421;False;terrace/cinema/shed
Brunswick West;5/21 Cumming St;2;u;656000.0;S;Collins;18/03/2017;5.9;3055.0;2.0;1.0;1.0;0.0;-377.609;1.449.425;False;terrace/cinema/shed
Brunswick West;3/546 Moreland Rd;2;u;370000.0;S;Ray;18/03/2017;5.9;3055.0;2.0;1.0;1.0;2120.0;-377.524;1.449.347;False;terrace/cinema/shed
Brunswick West;2/8 Walker St;1;u;320000.0;S;Jellis;18/06/2016;5.9;3055.0;1.0;1.0;1.0;0.0;-377.661;1.449.422;False;terrace/cinema/shed
Brunswick West;29 Grantham St;4;h;988000.0;S;Nelson;19/11/2016;5.9;3055.0;4.0;1.0;1.0;384.0;-377.733;1.449.491;False;terrace/cinema/shed
Brunswick West;3/447 Brunswick Rd;2;u;400000.0;S;Nelson;22/05/2016;5.9;3055.0;2.0;1.0;1.0;0.0;-377.752;1.449.463;False;terrace/cinema/shed
Brunswick West;9/39 Heller St;1;u;330000.0;S;hockingstuart/Advantage;22/05/2016;5.9;3055.0;1.0;1.0;1.0;0.0;-377.748;1.449.483;False;terrace/cinema/shed
Brunswick West;542 Albion St;5;h;1200000.0;PI;Jellis;22/08/2016;5.9;3055.0;5.0;2.0;3.0;553.0;-377.576;1.449.348;False;terrace/cinema/shed
Brunswick West;6/86 Heller St;2;u;537000.0;SP;Jellis;22/08/2016;5.9;3055.0;2.0;1.0;1.0;501.0;-377.741;1.449.449;False;terrace/cinema/shed
Brunswick West;7 Morrow St;3;h;910000.0;S;Brad;22/08/2016;5.9;3055.0;3.0;1.0;2.0;717.0;-377.525;1.449.321;False;terrace/cinema/shed
Brunswick West;8/48 Passfield St;1;u;285000.0;PI;Walshe;22/08/2016;5.9;3055.0;1.0;1.0;1.0;0.0;-377.675;144.939;False;terrace/cinema/shed
Brunswick West;9 Peacock St;4;h;921500.0;S;Ray;22/08/2016;5.9;3055.0;3.0;1.0;1.0;575.0;-377.575;1.449.402;False;terrace/cinema/shed
Brunswick West;1 Culloden St;3;h;995000.0;S;Brad;23/04/2016;5.9;3055.0;3.0;1.0;2.0;505.0;-37.757;1.449.446;False;terrace/cinema/shed
Brunswick West;117 Pearson St;3;h;901000.0;S;Rendina;23/04/2016;5.9;3055.0;3.0;1.0;4.0;357.0;-37.762;1.449.497;False;terrace/cinema/shed
Brunswick West;1 Jordan St;2;h;1315000.0;S;Nelson;24/09/2016;5.9;3055.0;2.0;1.0;2.0;554.0;-377.715;1.449.426;False;terrace/cinema/shed
Brunswick West;8/109 Melville Rd;2;u;370000.0;VB;Nelson;24/09/2016;5.9;3055.0;2.0;1.0;1.0;0.0;-377.606;1.449.443;False;terrace/cinema/shed
Brunswick West;1/464 Victoria St;2;t;735000.0;S;Jellis;24/09/2016;5.9;3055.0;2.0;1.0;2.0;120.0;-377.659;1.449.487;False;terrace/cinema/shed
Brunswick West;15 Wallace St;4;h;1000000.0;S;Nelson;24/09/2016;5.9;3055.0;3.0;1.0;1.0;589.0;-377.628;1.449.459;False;terrace/cinema/shed
Brunswick West;10/446 Albion St;1;u;252000.0;PI;McDonald;25/02/2017;5.9;3055.0;1.0;1.0;1.0;0.0;-377.586;1.449.433;False;terrace/cinema/shed
Brunswick West;871 Park St;4;h;1700000.0;PI;Jellis;25/02/2017;5.9;3055.0;4.0;2.0;2.0;621.0;-377.764;1.449.479;False;terrace/cinema/shed
Brunswick West;12 Hamilton St;2;h;820000.0;S;Jellis;26/07/2016;5.9;3055.0;3.0;1.0;1.0;206.0;-377.604;1.449.488;False;terrace/cinema/shed
Brunswick West;7/5 Allard St;2;u;370000.0;VB;Jellis;27/06/2016;5.9;3055.0;2.0;1.0;1.0;0.0;-377.686;1.449.421;False;terrace/cinema/shed
Brunswick West;1/30 McLean St;2;u;484000.0;S;Jellis;27/06/2016;5.9;3055.0;2.0;1.0;1.0;0.0;-377.543;1.449.385;False;terrace/cinema/shed
Brunswick West;2/494 Victoria St;3;t;815000.0;S;Ray;27/06/2016;5.9;3055.0;3.0;1.0;2.0;157.0;-377.652;1.449.454;False;terrace/cinema/shed
Brunswick West;487 Brunswick Rd;3;h;1150000.0;VB;Jellis;27/11/2016;5.9;3055.0;3.0;1.0;2.0;726.0;-377.747;1.449.421;False;terrace/cinema/shed
Brunswick West;1/312 Hope St;1;u;351000.0;PI;Nelson;27/11/2016;5.9;3055.0;1.0;1.0;1.0;0.0;-377.614;1.449.393;False;terrace/cinema/shed
Brunswick West;53 Heller St;4;h;1150000.0;VB;Nelson;28/05/2016;5.9;3055.0;4.0;1.0;2.0;519.0;-377.747;1.449.474;False;terrace/cinema/shed
Brunswick West;4/38 Melville Rd;2;t;598000.0;S;Nelson;28/05/2016;5.9;3055.0;2.0;1.0;1.0;69.0;-37.766;1.449.439;False;terrace/cinema/shed
Brunswick West;2/530 Victoria St;2;u;497000.0;S;Hodges;28/05/2016;5.9;3055.0;2.0;1.0;1.0;0.0;-377.647;1.449.412;False;terrace/cinema/shed
Brunswick West;5/22 Whitby St;2;u;403000.0;S;hockingstuart;28/05/2016;5.9;3055.0;2.0;1.0;2.0;0.0;-377.643;1.449.477;False;terrace/cinema/shed
Brunswick West;1/536 Albion St;2;h;440000.0;PI;Jellis;28/08/2016;5.9;3055.0;2.0;1.0;1.0;0.0;-377.577;1.449.354;False;terrace/cinema/shed
Brunswick West;196 Melville Rd;2;h;816000.0;S;Nelson;28/08/2016;5.9;3055.0;3.0;2.0;1.0;343.0;-377.552;1.449.458;False;terrace/cinema/shed
Brunswick West;481 Albion St;4;h;1585000.0;SP;Gunn&Co;30/07/2016;5.9;3055.0;4.0;1.0;2.0;562.0;-377.583;1.449.428;False;terrace/cinema/shed
Brunswick West;16 Bakers Pde;4;h;970000.0;PI;Nelson;30/07/2016;5.9;3055.0;4.0;3.0;2.0;499.0;-377.538;144.944;False;terrace/cinema/shed
Bulleen;19a Elizabeth St;3;u;851000.0;S;Jellis;03/09/2016;11.8;3105.0;3.0;1.0;2.0;385.0;-377.599;1.450.849;False;terrace/cinema/shed
Bulleen;42 Robert St;4;h;1300000.0;S;Jellis;03/09/2016;11.8;3105.0;4.0;1.0;2.0;717.0;-377.608;1.450.862;False;terrace/cinema/shed
Bulleen;92 Swanston St;4;h;1110000.0;PI;Barry;03/09/2016;11.8;3105.0;3.0;2.0;2.0;562.0;-377.628;1.450.994;False;terrace/cinema/shed
Bulleen;25 William St;4;h;1235000.0;S;Jellis;03/09/2016;11.8;3105.0;4.0;2.0;2.0;556.0;-377.657;1.450.957;False;terrace/cinema/shed
Bulleen;28 Rocklea Rd;4;h;1505000.0;S;Jellis;03/12/2016;11.8;3105.0;4.0;3.0;2.0;410.0;-377.695;145.082;False;terrace/cinema/shed
Bulleen;4 Albany Pl;4;h;1303000.0;SP;Barry;04/03/2017;11.8;3105.0;4.0;2.0;2.0;670.0;-377.695;1.450.869;False;terrace/cinema/shed
Bulleen;4 Greenhill Ct;5;h;1336000.0;S;Barry;04/03/2017;11.8;3105.0;5.0;3.0;3.0;736.0;-377.683;1.450.881;False;terrace/cinema/shed
Bulleen;130 Manningham Rd;3;h;880000.0;PI;Barry;04/06/2016;11.8;3105.0;3.0;2.0;2.0;514.0;-377.683;1.450.959;False;terrace/cinema/shed
Bulleen;6a Tobruk St;3;t;975000.0;PI;Fletchers;04/06/2016;11.8;3105.0;3.0;2.0;2.0;632.0;-377.813;145.102;False;terrace/cinema/shed
Bulleen;5 Fuller St;3;h;1127000.0;S;Jellis;06/08/2016;11.8;3105.0;3.0;1.0;2.0;631.0;-377.778;1.450.901;False;terrace/cinema/shed
Bulleen;13 Montgomery Pl;3;h;990000.0;PI;Barry;06/08/2016;11.8;3105.0;3.0;2.0;1.0;585.0;-377.689;145.099;False;terrace/cinema/shed
Bulleen;10 Tanami Ct;4;h;1401000.0;S;Ray;06/08/2016;11.8;3105.0;5.0;2.0;2.0;617.0;-377.582;1.450.889;False;terrace/cinema/shed
Bulleen;28 Dale St;3;h;1340000.0;S;Barry;07/05/2016;11.8;3105.0;2.0;1.0;2.0;775.0;-37.779;145.101;False;terrace/cinema/shed
Bulleen;206 Manningham Rd;4;h;1225000.0;S;Ray;07/05/2016;11.8;3105.0;4.0;2.0;2.0;723.0;-377.724;1.451.033;False;terrace/cinema/shed
Bulleen;9 Albany Pl;5;h;1490000.0;S;Fletchers;07/11/2016;11.8;3105.0;5.0;3.0;2.0;796.0;-377.697;1.450.871;False;terrace/cinema/shed
Bulleen;10a Elizabeth St;3;t;1250000.0;SP;Jellis;08/10/2016;11.8;3105.0;3.0;2.0;2.0;315.0;-377.607;1.450.853;False;terrace/cinema/shed
Bulleen;49 Furneaux Gr;4;h;1002000.0;S;Jellis;08/10/2016;11.8;3105.0;4.0;1.0;2.0;650.0;-37.778;1.450.913;False;terrace/cinema/shed
Bulleen;47 Sheahans Rd;4;h;1260000.0;S;Barry;10/09/2016;11.8;3105.0;4.0;2.0;2.0;730.0;-377.606;1.450.932;False;terrace/cinema/shed
Bulleen;38 Balwyn Rd;3;h;905000.0;S;Barry;10/12/2016;11.8;3105.0;3.0;3.0;2.0;401.0;-377.733;1.450.901;False;terrace/cinema/shed
Bulleen;11 Carrathool St;3;h;1400000.0;S;Barry;10/12/2016;11.8;3105.0;3.0;1.0;3.0;770.0;-377.644;1.450.886;False;terrace/cinema/shed
Bulleen;135 Manningham Rd;4;h;1085000.0;PI;Barry;10/12/2016;11.8;3105.0;4.0;2.0;1.0;1124.0;-377.679;1.450.958;False;terrace/cinema/shed
Bulleen;24 Robert St;4;h;1300000.0;SP;Jellis;10/12/2016;11.8;3105.0;4.0;3.0;1.0;604.0;-377.621;145.086;False;terrace/cinema/shed
Bulleen;1/15 Estelle St;3;u;787000.0;S;Barry;11/02/2017;11.8;3105.0;3.0;1.0;2.0;306.0;-377.792;1.450.903;False;terrace/cinema/shed
Bulleen;19 Warringal St;4;h;1280000.0;S;Barry;11/03/2017;11.8;3105.0;4.0;1.0;2.0;732.0;-377.615;1.450.897;False;terrace/cinema/shed
Bulleen;14 Kandanga Gr;3;h;1075000.0;S;Jellis;12/11/2016;11.8;3105.0;3.0;1.0;1.0;604.0;-377.711;1.450.928;False;terrace/cinema/shed
Bulleen;153 Thompsons Rd;2;h;890000.0;S;Fletchers;12/11/2016;11.8;3105.0;2.0;1.0;2.0;559.0;-377.739;145.094;False;terrace/cinema/shed
Bulleen;38 Rocklea Rd;4;h;1320000.0;PI;Jellis;14/05/2016;11.8;3105.0;4.0;3.0;2.0;411.0;-377.698;145.083;False;terrace/cinema/shed
Bulleen;23 Bourke St;4;h;1302000.0;SP;Barry;15/10/2016;11.8;3105.0;4.0;2.0;2.0;475.0;-37.765;1.450.933;False;terrace/cinema/shed
Bulleen;8 Vera St;3;h;1050000.0;PI;Fletchers;15/10/2016;11.8;3105.0;3.0;2.0;1.0;728.0;-377.765;1.451.031;False;terrace/cinema/shed
Bulleen;71 Summit Dr;4;h;1000000.0;VB;hockingstuart;16/04/2016;11.8;3105.0;4.0;2.0;3.0;672.0;-377.689;1.450.895;False;terrace/cinema/shed
Bulleen;7 Kampman St;4;h;1300000.0;S;McGrath;18/03/2017;11.8;3105.0;4.0;2.0;2.0;744.0;-377.791;145.086;False;terrace/cinema/shed
Bulleen;63 Thompsons Rd;4;h;1250000.0;S;Barry;18/03/2017;11.8;3105.0;4.0;2.0;2.0;732.0;-377.771;1.450.855;False;terrace/cinema/shed
Bulleen;28 Kenneth St;4;h;976000.0;S;Barry;18/06/2016;11.8;3105.0;4.0;1.0;1.0;701.0;-377.786;1.450.945;False;terrace/cinema/shed
Bulleen;15 Riverview Tce;2;h;980000.0;S;Fletchers;18/06/2016;11.8;3105.0;3.0;1.0;1.0;551.0;-377.739;1.450.962;False;terrace/cinema/shed
Bulleen;1/7 Westwood Dr;3;u;812500.0;S;Barry;19/11/2016;11.8;3105.0;3.0;1.0;1.0;421.0;-377.798;1.451.023;False;terrace/cinema/shed
Bulleen;14 Collins St;3;h;990000.0;PI;Barry;22/08/2016;11.8;3105.0;3.0;1.0;2.0;602.0;-377.674;1.450.988;False;terrace/cinema/shed
Bulleen;4 Graeme Ct;4;h;1244000.0;PI;Fletchers;23/04/2016;11.8;3105.0;4.0;2.0;2.0;530.0;-377.735;145.088;False;terrace/cinema/shed
Bulleen;19 Barak St;4;h;1100000.0;PI;Barry;24/09/2016;11.8;3105.0;4.0;2.0;2.0;693.0;-377.743;1.450.863;False;terrace/cinema/shed
Bulleen;13 Birrarrung Ct;4;h;1475000.0;VB;Barry;24/09/2016;11.8;3105.0;4.0;2.0;2.0;617.0;-377.569;1.450.913;False;terrace/cinema/shed
Bulleen;42 Gisborne St;4;h;1140000.0;S;hockingstuart;24/09/2016;11.8;3105.0;4.0;2.0;3.0;554.0;-377.624;1.450.961;False;terrace/cinema/shed
Bulleen;43 Helene St;2;h;833000.0;S;Philip;25/02/2017;11.8;3105.0;2.0;1.0;0.0;359.0;-377.609;1.450.869;False;terrace/cinema/shed
Bulleen;28 Flinders St;2;h;903000.0;S;Barry;26/07/2016;11.8;3105.0;2.0;1.0;1.0;591.0;-377.679;1.450.978;False;terrace/cinema/shed
Bulleen;1 Fuller St;4;h;1351000.0;S;Jellis;28/05/2016;11.8;3105.0;4.0;2.0;2.0;740.0;-377.781;1.450.901;False;terrace/cinema/shed
Bulleen;13 Hillside Rd;2;h;1060000.0;S;Jellis;28/05/2016;11.8;3105.0;2.0;1.0;2.0;609.0;-377.762;1.450.958;False;terrace/cinema/shed
Bulleen;17 Kathleen Gr;3;h;1063000.0;S;Jellis;28/05/2016;11.8;3105.0;3.0;1.0;2.0;602.0;-377.712;145.097;False;terrace/cinema/shed
Burwood;4 Bennett St;3;h;1390000.0;S;Fletchers;03/12/2016;11.7;3125.0;3.0;1.0;2.0;697.0;-37.851;1.451.169;False;terrace/cinema/shed
Burwood;7 Keogh St;3;h;1300000.0;SA;Stockdale;03/12/2016;11.7;3125.0;3.0;1.0;2.0;773.0;-378.562;1.451.104;False;terrace/cinema/shed
Burwood;35 McCubbin St;4;h;1890000.0;S;Ray;03/12/2016;11.7;3125.0;4.0;2.0;2.0;1145.0;-378.538;145.127;False;terrace/cinema/shed
Burwood;2/32 McIntyre St;3;u;1022500.0;S;Ray;03/12/2016;11.7;3125.0;3.0;2.0;2.0;265.0;-378.516;1.451.056;False;terrace/cinema/shed
Burwood;1 Webb St;3;h;1250000.0;VB;Fletchers;03/12/2016;11.7;3125.0;3.0;1.0;1.0;662.0;-378.561;1.451.054;False;terrace/cinema/shed
Burwood;163 Highbury Rd;3;h;1151000.0;S;Buxton;04/02/2016;11.7;3125.0;3.0;1.0;1.0;695.0;-378.551;1.451.121;False;terrace/cinema/shed
Burwood;30 Station St;3;h;1755000.0;S;Buxton;04/02/2016;11.7;3125.0;3.0;1.0;1.0;931.0;-37.854;1.451.195;False;terrace/cinema/shed
Burwood;1/109 Station St;3;u;686000.0;PI;Ray;04/03/2017;11.7;3125.0;3.0;1.0;2.0;273.0;-378.473;1.451.203;False;terrace/cinema/shed
Burwood;2 Elgar Rd;3;h;1300000.0;S;Marshall;04/06/2016;11.7;3125.0;3.0;1.0;1.0;667.0;-378.489;1.451.093;False;terrace/cinema/shed
Burwood;48 Station St;3;h;1160000.0;S;Greg;04/06/2016;11.7;3125.0;3.0;1.0;1.0;786.0;-378.525;1.451.198;False;terrace/cinema/shed
Burwood;7 Wattlebird Ct;4;h;2000000.0;S;Fletchers;07/05/2016;11.7;3125.0;4.0;3.0;2.0;928.0;-37.842;145.102;False;terrace/cinema/shed
Burwood;1/14 Corrigan St;3;h;790000.0;S;Fletchers;07/11/2016;11.7;3125.0;3.0;1.0;2.0;318.0;-378.544;1.451.114;False;terrace/cinema/shed
Burwood;25 Greenwood St;4;h;1682000.0;S;Jellis;08/10/2016;11.7;3125.0;4.0;2.0;1.0;921.0;-378.494;1.451.291;False;terrace/cinema/shed
Burwood;14/1 Conservatory Dr;3;u;625000.0;PI;Jellis;10/09/2016;11.7;3125.0;3.0;2.0;1.0;0.0;-378.561;1.450.962;False;terrace/cinema/shed
Burwood;2/22 Scott Gr;3;t;780000.0;VB;Jellis;10/09/2016;11.7;3125.0;3.0;2.0;2.0;160.0;-378.525;1.450.973;False;terrace/cinema/shed
Burwood;12 Havelock St;4;h;1782800.0;SP;Buxton;10/12/2016;11.7;3125.0;4.0;2.0;2.0;804.0;-378.516;1.451.179;False;terrace/cinema/shed
Burwood;3 Peacock St;3;h;1468000.0;S;Buxton;11/02/2017;11.7;3125.0;3.0;1.0;2.0;706.0;-378.509;1.451.161;False;terrace/cinema/shed
Burwood;1/10 McComas Gr;2;u;650000.0;PI;Buxton;11/03/2017;11.7;3125.0;2.0;1.0;1.0;194.0;-378.509;1.451.119;False;terrace/cinema/shed
Burwood;1/34 Cumming St;5;h;1060000.0;S;Ray;12/06/2016;11.7;3125.0;4.0;3.0;2.0;326.0;-378.528;1.451.129;False;terrace/cinema/shed
Burwood;33 Brockhoff Dr;4;h;1255000.0;S;Buxton;12/11/2016;11.7;3125.0;4.0;2.0;2.0;438.0;-378.599;1.451.101;False;terrace/cinema/shed
Burwood;229 Highbury Rd;4;h;900000.0;S;Jellis;13/08/2016;11.7;3125.0;3.0;1.0;4.0;586.0;-37.856;1.451.196;False;terrace/cinema/shed
Burwood;2a Iris St;2;h;633000.0;S;Noel;14/05/2016;11.7;3125.0;2.0;1.0;1.0;276.0;-378.454;1.450.971;False;terrace/cinema/shed
Burwood;5 Keogh St;3;h;1070500.0;SP;Buxton;14/05/2016;11.7;3125.0;3.0;1.0;2.0;776.0;-37.856;1.451.104;False;terrace/cinema/shed
Burwood;22 Andrews St;3;h;1175000.0;S;Noel;15/10/2016;11.7;3125.0;3.0;1.0;2.0;661.0;-378.495;1.451.282;False;terrace/cinema/shed
Burwood;24 Wallace Rd;3;h;1521000.0;S;Marshall;15/10/2016;11.7;3125.0;3.0;2.0;2.0;660.0;-378.474;1.450.988;False;terrace/cinema/shed
Burwood;29 Meldan St;2;h;1350000.0;S;Fletchers;16/04/2016;11.7;3125.0;2.0;1.0;2.0;593.0;-378.444;1.451.054;False;terrace/cinema/shed
Burwood;1/392 Burwood Hwy;3;t;752000.0;S;Allens;17/09/2016;11.7;3125.0;4.0;2.0;2.0;217.0;-378.522;1.451.312;False;terrace/cinema/shed
Burwood;1/46 Gillard St;3;h;570000.0;S;Ray;17/09/2016;11.7;3125.0;3.0;1.0;1.0;384.0;-378.542;1.451.138;False;terrace/cinema/shed
Burwood;10 Hastings St;3;h;1460000.0;S;Marshall;17/09/2016;11.7;3125.0;3.0;1.0;2.0;742.0;-378.529;1.450.962;False;terrace/cinema/shed
Burwood;2/3 Havelock St;3;t;745000.0;S;Noel;17/09/2016;11.7;3125.0;3.0;1.0;2.0;228.0;-378.521;1.451.187;False;terrace/cinema/shed
Burwood;4 Iris St;5;h;2150000.0;S;RW;17/09/2016;11.7;3125.0;5.0;4.0;2.0;643.0;-378.454;1.450.974;False;terrace/cinema/shed
Burwood;8/33 McIntyre St;3;u;746000.0;S;Buxton;17/09/2016;11.7;3125.0;3.0;1.0;2.0;308.0;-378.505;1.451.065;False;terrace/cinema/shed
Burwood;19 Puerta St;3;h;1540000.0;S;Jellis;17/09/2016;11.7;3125.0;3.0;2.0;2.0;653.0;-378.445;1.451.011;False;terrace/cinema/shed
Burwood;1/24 Edwards St;3;t;1145000.0;S;Jellis;18/03/2017;11.7;3125.0;3.0;2.0;2.0;329.0;-378.484;1.451.013;False;terrace/cinema/shed
Burwood;38 Gillard St;5;h;1410000.0;PI;Fletchers;18/03/2017;11.7;3125.0;5.0;2.0;1.0;824.0;-378.535;1.451.139;False;terrace/cinema/shed
Burwood;2/17 Montpellier Rd;3;u;640000.0;PI;Noel;18/06/2016;11.7;3125.0;3.0;1.0;1.0;217.0;-378.562;1.451.075;False;terrace/cinema/shed
Burwood;18 Murray Dr;4;h;1800000.0;PI;Jellis;18/06/2016;11.7;3125.0;4.0;2.0;2.0;1393.0;-378.463;145.102;False;terrace/cinema/shed
Burwood;8 Pescott Cl;4;t;1270000.0;S;Jellis;18/06/2016;11.7;3125.0;4.0;2.0;2.0;399.0;-378.597;1.451.084;False;terrace/cinema/shed
Burwood;55 Parer St;4;t;900000.0;VB;Noel;22/05/2016;11.7;3125.0;4.0;3.0;2.0;381.0;-378.459;1.451.041;False;terrace/cinema/shed
Burwood;18 Brockhoff Dr;4;h;1250000.0;SA;Barry;24/09/2016;11.7;3125.0;4.0;2.0;2.0;499.0;-378.593;1.451.101;False;terrace/cinema/shed
Burwood;6 Alimar Ct;4;h;1410000.0;S;Buxton;27/06/2016;11.7;3125.0;3.0;2.0;3.0;739.0;-378.552;1.451.292;False;terrace/cinema/shed
Burwood;1/26 Peacock St;5;h;1100000.0;S;Buxton;27/06/2016;11.7;3125.0;5.0;2.0;1.0;544.0;-378.525;1.451.154;False;terrace/cinema/shed
Burwood;2 Octavia Ct;4;h;1485000.0;S;Woodards;27/11/2016;11.7;3125.0;4.0;2.0;2.0;662.0;-378.601;1.451.007;False;terrace/cinema/shed
Burwood;16 Renown St;3;h;2068000.0;S;Buxton;27/11/2016;11.7;3125.0;3.0;1.0;1.0;1101.0;-378.529;1.451.222;False;terrace/cinema/shed
Burwood;10 Goold St;3;h;1000000.0;VB;Noel;28/05/2016;11.7;3125.0;3.0;1.0;1.0;589.0;-37.855;145.118;False;terrace/cinema/shed
Burwood;1/54 McIntyre St;4;u;800000.0;PI;Lindellas;28/05/2016;11.7;3125.0;4.0;2.0;1.0;0.0;-378.507;145.109;False;terrace/cinema/shed
Burwood;3/124 Highbury Rd;3;t;702000.0;S;Barry;28/08/2016;11.7;3125.0;3.0;2.0;1.0;170.0;-378.554;1.451.089;False;terrace/cinema/shed
Camberwell;28 Brinsley Rd;4;h;2650000.0;S;Jellis;03/09/2016;7.8;3124.0;4.0;2.0;1.0;652.0;-378.286;1.450.686;False;terrace/cinema/shed
Camberwell;2/1 Glen Iris Rd;3;t;1615000.0;S;Marshall;03/09/2016;7.8;3124.0;3.0;1.0;2.0;389.0;-378.435;1.450.695;False;terrace/cinema/shed
Camberwell;1288 Toorak Rd;4;h;3225000.0;SA;RT;03/09/2016;7.8;3124.0;4.0;3.0;2.0;934.0;-378.496;1.450.869;False;terrace/cinema/shed
Camberwell;1/806 Burke Rd;2;u;1017000.0;S;Jellis;03/12/2016;7.8;3124.0;2.0;1.0;2.0;0.0;-378.231;1.450.585;False;terrace/cinema/shed
Camberwell;4/2 Callanish Rd;2;u;729000.0;S;Noel;03/12/2016;7.8;3124.0;2.0;1.0;1.0;137.0;-378.459;145.088;False;terrace/cinema/shed
Camberwell;49 Christowel St;5;h;2600000.0;VB;Marshall;03/12/2016;7.8;3124.0;5.0;4.0;1.0;708.0;-378.386;145.067;False;terrace/cinema/shed
Camberwell;3/107 Wattle Valley Rd;3;h;1650000.0;S;Marshall;03/12/2016;7.8;3124.0;3.0;2.0;2.0;305.0;-378.365;1.450.802;False;terrace/cinema/shed
Camberwell;22 Netherway St;5;h;2860000.0;PI;Jellis;04/03/2017;7.8;3124.0;5.0;3.0;4.0;753.0;-37.842;1.450.888;False;terrace/cinema/shed
Camberwell;1/569 Camberwell Rd;2;h;950000.0;SP;Jellis;04/06/2016;7.8;3124.0;2.0;1.0;2.0;230.0;-378.448;1.450.723;False;terrace/cinema/shed
Camberwell;89 Radnor St;3;h;1987000.0;S;Jellis;04/06/2016;7.8;3124.0;3.0;2.0;2.0;706.0;-378.457;1.450.611;False;terrace/cinema/shed
Camberwell;3/28 Stodart St;2;u;683000.0;S;RT;04/06/2016;7.8;3124.0;2.0;1.0;1.0;146.0;-378.357;1.450.697;False;terrace/cinema/shed
Camberwell;2 Thomas St;3;h;1690000.0;PI;hockingstuart;04/06/2016;7.8;3124.0;3.0;2.0;1.0;777.0;-378.431;1.450.962;False;terrace/cinema/shed
Camberwell;19/1295 Toorak Rd;2;u;430000.0;VB;Jellis;04/06/2016;7.8;3124.0;2.0;1.0;1.0;0.0;-378.493;1.450.877;False;terrace/cinema/shed
Camberwell;3/926 Toorak Rd;2;u;717000.0;SP;Noel;04/06/2016;7.8;3124.0;2.0;1.0;1.0;136.0;-378.469;1.450.589;False;terrace/cinema/shed
Camberwell;1/1 Glen Iris Rd;3;t;1300000.0;S;Fletchers;06/08/2016;7.8;3124.0;3.0;2.0;2.0;342.0;-378.433;1.450.695;False;terrace/cinema/shed
Camberwell;68 Hunter Rd;4;h;2950000.0;VB;Fletchers;07/05/2016;7.8;3124.0;4.0;2.0;4.0;661.0;-378.382;1.450.904;False;terrace/cinema/shed
Camberwell;18 Russell St;4;h;2600000.0;VB;Jellis;07/05/2016;7.8;3124.0;3.0;2.0;2.0;600.0;-378.237;1.450.638;False;terrace/cinema/shed
Camberwell;19 Thomas St;3;h;2325000.0;PI;Marshall;07/05/2016;7.8;3124.0;3.0;2.0;2.0;1133.0;-378.426;1.450.943;False;terrace/cinema/shed
Camberwell;3/220 Warrigal Rd;2;u;435000.0;SP;LITTLE;07/11/2016;7.8;3124.0;2.0;1.0;1.0;896.0;-378.479;1.450.958;False;terrace/cinema/shed
Camberwell;2 Oxford St;2;h;892000.0;S;hockingstuart;08/10/2016;7.8;3124.0;2.0;1.0;1.0;335.0;-378.452;1.450.959;False;terrace/cinema/shed
Camberwell;3/573 Riversdale Rd;2;t;900400.0;S;Noel;10/09/2016;7.8;3124.0;2.0;1.0;1.0;93.0;-378.314;1.450.611;False;terrace/cinema/shed
Camberwell;12 Brinsley Rd;4;h;2090000.0;S;Noel;10/12/2016;7.8;3124.0;4.0;2.0;2.0;650.0;-378.274;1.450.688;False;terrace/cinema/shed
Camberwell;3/575 Burke Rd;3;t;1250000.0;VB;Fletchers;10/12/2016;7.8;3124.0;3.0;2.0;2.0;232.0;-37.842;1.450.542;False;terrace/cinema/shed
Camberwell;4 Range St;3;h;2000000.0;S;Jellis;12/06/2016;7.8;3124.0;3.0;1.0;2.0;821.0;-378.459;1.450.644;False;terrace/cinema/shed
Camberwell;163 Through Rd;3;h;1302000.0;S;Fletchers;12/06/2016;7.8;3124.0;2.0;1.0;1.0;427.0;-378.367;1.450.934;False;terrace/cinema/shed
Camberwell;13 Grace St;3;h;1622000.0;SP;Noel;12/11/2016;7.8;3124.0;3.0;1.0;1.0;544.0;-378.436;1.450.581;False;terrace/cinema/shed
Camberwell;7/5 Holly St;2;u;502000.0;PI;O'Donoghues;12/11/2016;7.8;3124.0;2.0;1.0;1.0;0.0;-378.255;1.450.592;False;terrace/cinema/shed
Camberwell;3/220 Warrigal Rd;2;u;435000.0;SP;LITTLE;12/11/2016;7.8;3124.0;2.0;1.0;1.0;896.0;-378.479;1.450.958;False;terrace/cinema/shed
Camberwell;2/3 Tyrone St;2;h;620000.0;VB;Jellis;13/08/2016;7.8;3124.0;2.0;1.0;1.0;122.0;-378.439;1.450.718;False;terrace/cinema/shed
